"Compound.Name","Column","z","QE.LinRange","QE.RF.ratio","QE.RSD","TQS.LinRange","TQS.RF.ratio","TQS.RSD","Compound.Type","Compound.Name_old","Compound.Name_figure","Compound.Name_SQL","Emperical.Formula","RT..min.","m.z","ionization_form","KEGG_Code","ChEBI_Code","Liquid.Fraction","Conc..uM","HILICMix","Date.added","Classyfire","Priority","KEGG_Names","PubChem_Code","PubChem_Formula","InChI_Key_Code","Canon_SMILES_Code","IUPAC_Code"
"Caffeine","RP",1,"5 - >10000","0.928","3.5","<0.5 - 5000","0.862","2.3","Purine","Caffeine","Caffeine","Caffeine","C8H10N4O2",3.85,195.088201,"[M+H]","cpd:C07481","ChEBI:27732","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: Xanthines",TRUE,"Caffeine; 1,3,7-Trimethylxanthine",2519,"C8H10N4O2","RYYVLZVUVIJVGH-UHFFFAOYSA-N","CN1C=NC2=C1C(=O)N(C(=O)N2C)C","1,3,7-trimethylpurine-2,6-dione"
"Coenzyme Q1","RP",1,"50 - >10000","1.283","2.9","<0.5 - >10000","1.029","3.8","Quinone","Coenzyme Q1","Coenzyme Q1","Coenzyme Q1","C14H18O4",9.35,251.128335,"[M+H]","cpd:C00399","ChEBI:16389","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Prenylquinones; level 6: Ubiquinones",TRUE,"Ubiquinone; Coenzyme Q; CoQ; Q",NA,NA,"SOECUQMRSRVZQQ-UHFFFAOYSA-N","CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)C","2,3-dimethoxy-5-methyl-6-(3-methylbut-2-enyl)cyclohexa-2,5-diene-1,4-dione"
"Coenzyme Q10","RP",1,"50 - >10000","13.29","15.3","5 - >10000","0.933","5.1","Quinone","Coenzyme Q10","Coenzyme Q10","Coenzyme Q10","C59H90O4",16.61,863.691735,"[M+H]","cpd:C11378","ChEBI:46245","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Prenylquinones; level 6: Ubiquinones; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Prenylquinones; level 6: Ubiquinones",NA,"Ubiquinone-10; Ubidecarenone; Coenzyme Q10",5281915,"C59H90O4","ACTIUHUUMQJHFO-UPTCCGCDSA-N","CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C","2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl]-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione"
"Phytonadione","RP",1,"50 - >10000","0.903","12","<0.5 - >10000","0.683","8.2","Quinone","Vitamin K1","Vit K1","Phytonadione","C31H46O2",14.78,451.357605,"[M+H]","cpd:C02059","ChEBI:18067","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Vitamin K compounds; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Vitamin K compounds",NA,"Phylloquinone; Vitamin K1; Phytonadione; 2-Methyl-3-phytyl-1,4-naphthoquinone",5284607,"C31H46O2","MBWXNTAXLNYFJB-NKFFZRIASA-N","CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C","2-methyl-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enyl]naphthalene-1,4-dione"
"Menaquinone","RP",1,"50 - >10000","0.58","10.1","<0.5 - >10000","0.703","4.7","Quinone","Vitamin K2","Vit K2","Menaquinone","C31H40O2",14.14,445.310655,"[M+H]","cpd:C00828","ChEBI:16374","Org",0.25,NA,160401,NA,NA,"Menaquinone; Vitamin K2",NA,NA,NA,NA,NA
"2-Heptyl-4(1H)-quinolone","RP",1,"<0.5 - >10000","0.949","3.7","<0.5 - 50","0.948","1.4","Quorum sensing","HHQ","HHQ","HHQ","C16H21NO",11.02,244.170139,"[M+H]","cpd:C20643","CHEBI:NA","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Quinolines and derivatives; subclass: Quinolones and derivatives; level 5: Hydroquinolones",TRUE,"2-Heptyl-4(1H)-quinolone; 2-Heptyl-4-quinolone; 2-Heptyl-4-hydroxyquinoline",NA,NA,"UYRHHBXYXSYGHA-UHFFFAOYSA-N","CCCCCCCC1=CC(=O)C2=CC=CC=C2N1","2-heptyl-1H-quinolin-4-one"
"N-(4-Coumaroyl)-L-homoserine lactone","RP",1,"5 - >10000","0.448","1.6","5 - >10000","0.237","5.3","Quorum sensing","p-Coumoroyl-HSL","p-Coumoroyl-HSL","p Coumoroyl HSL","C13H13NO4",5.46,248.092284,"[M+H]","cpd:C20677","CHEBI:NA","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,"N-(4-Coumaroyl)-L-homoserine lactone",71311837,"C13H13NO4","CCIXZFJYFQJTGK-GQOHGMTASA-N","C1COC(=O)C1NC(=O)C=CC2=CC=C(C=C2)O","(E)-3-(4-hydroxyphenyl)-N-[(3S)-2-oxooxolan-3-yl]prop-2-enamide"
"N-(3-Oxodecanoyl)homoserine lactone","RP",1,"5 - >10000","0.238","3.3","<0.5 - >10000","0.234","4.5","Quorum sensing","3OC10-HSL","3OC10-HSL","Oxodecanoyl homoserine lactone","C14H23NO4",8.255,270.170534,"[M+H]",NA,NA,"Aq",0.25,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"N-(3-Oxododecanoyl)homoserine lactone","RP",1,"5 - >10000","0.175","6.2","<0.5 - >10000","0.253","6","Quorum sensing","3OC12-HSL","3O12-HSL","Oxododecanoyl homoserine lactone","C16H27NO4",9.75,298.201834,"[M+H]",NA,NA,"Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,NA,127864,"C16H27NO4","PHSRRHGYXQCRPU-UHFFFAOYSA-N","CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O","3-oxo-N-(2-oxooxolan-3-yl)dodecanamide"
"N-(3-Oxohexanoyl)homoserine lactone","RP",1,"5000 - >10000","0.13","8.5","<0.5 - >10000","0.054","8.8","Quorum sensing","3OC6-HSL","3OC6-HSL","Oxohexanoyl homoserine lactone","C10H15NO4",1.96,214.107934,"[M+H]","cpd:C11839","ChEBI:29640","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,"N-(3-Oxohexanoyl)homoserine lactone",119133,"C10H15NO4","YRYOXRMDHALAFL-UHFFFAOYSA-N","CCCC(=O)CC(=O)NC1CCOC1=O","3-oxo-N-(2-oxooxolan-3-yl)hexanamide"
"N-(3-Oxooctanoyl)homoserine lactone","RP",1,NA,"0.244","7.3",NA,"0.185","1","Quorum sensing","3OC8-HSL","3OC8-HSL","Oxooctanoyl homoserine lactone","C12H19NO4",5.28,242.139234,"[M+H]","cpd:C11841",NA,"Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,"N-(3-Oxooctanoyl)homoserine lactone; N-(3-Oxooctanoyl)-L-homoserine lactone; OOHL",NA,NA,"FXCMGCFNLNFLSH-JTQLQIEISA-N","CCCCCC(=O)CC(=O)NC1CCOC1=O","3-oxo-N-[(3S)-2-oxooxolan-3-yl]octanamide"
"3OHC12-HSL","RP",1,"5 - >10000","0.482","2.1","<0.5 - >10000","0.514","3.6","Quorum sensing","3OHC12-HSL","3OHC12-HSL","Hydroxydodecanoyl homoserine lactone","C16H29NO4",9.275,300.217484,"[M+H]",NA,NA,"Aq",0.25,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"N-Decanoyl-L-homoserine lactone","RP",1,"5 - >10000","0.596","2.9","<0.5 - >10000","0.608","4.9","Quorum sensing","C10-HSL","C10-HSL","C10 HSL","C14H25NO3",9.21,256.191269,"[M+H]",NA,NA,"Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,NA,NA,NA,"TZWZKDULKILUPV-LBPRGKRZSA-N","CCCCCCCCCC(=O)NC1CCOC1=O","N-[(3S)-2-oxooxolan-3-yl]decanamide"
"N-3-Oxo-dodecanoyl-L-homoserine lactone","RP",1,"5 - >10000","0.489","3.9","<0.5 - >10000","0.774","3.8","Quorum sensing","C12-HSL","C12-HSL","C12 HSL","C16H29NO3",10.35,284.222569,"[M+H]","cpd:C21201",NA,"Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,"N-3-Oxo-dodecanoyl-L-homoserine lactone; 3-Oxo-C12-HSL; 3-Oxo-N-[(3S)-tetrahydro-2-oxo-3-furanyl]-dodecanamide",NA,NA,"PHSRRHGYXQCRPU-AWEZNQCLSA-N","CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O","3-oxo-N-[(3S)-2-oxooxolan-3-yl]dodecanamide"
"N-Tetradecanoyl-DL-homoserine lactone","RP",1,"50 - >10000","0.566","11","<0.5 - >10000","0.639","9.2","Quorum sensing","C14-HSL","C14-HSL","C14 HSL","C18H33NO3",11.4,312.253869,"[M+H]",NA,NA,"Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,NA,NA,NA,"ZQAYHOXXVBVXPZ-UHFFFAOYSA-N","CCCCCCCCCCCCCC(=O)NC1CCOC1=O","N-(2-oxooxolan-3-yl)tetradecanamide"
"N-Butyryl-L-homoserine lactone","RP",1,"50 - >10000","0.347","5.4","5 - >10000","0.367","3.4","Quorum sensing","C4-HSL","C4-HSL","C4 HSL","C8H13NO3",1.47,172.097369,"[M+H]","cpd:C11837","ChEBI:29643","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,"N-Butyryl-L-homoserine lactone",44602431,"C8H13NO3","VFFNZZXXTGXBOG-ZCFIWIBFSA-N","CCCC(=O)NC1CCOC1=O","N-[(3R)-2-oxooxolan-3-yl]butanamide"
"N-Hexanoyl-L-homoserine lactone","RP",1,"5 - >10000","0.477","5.2","5 - >10000","0.427","3.1","Quorum sensing","C6-HSL","C6-HSL","C6 HSL","C10H17NO3",4.06,200.128669,"[M+H]","cpd:C21197",NA,"Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,"N-Hexanoyl-L-homoserine lactone; C6-HSL; N-[(3S)-Tetrahydro-2-oxo-3-furanyl]-hexanamide",NA,NA,"ZJFKKPDLNLCPNP-QMMMGPOBSA-N","CCCCCC(=O)NC1CCOC1=O","N-[(3S)-2-oxooxolan-3-yl]hexanamide"
"N-Octanoyl-L-homoserine lactone","RP",1,"5 - >10000","0.532","0.8","<0.5 - >10000","0.608","2.1","Quorum sensing","C8-HSL","C8-HSL","C8 HSL","C12H21NO3",7.36,228.159969,"[M+H]","cpd:C21199",NA,"Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: N-acyl-alpha amino acids and derivatives",TRUE,"N-Octanoyl-L-homoserine lactone; C8-HSL; N-[(3S)-Tetrahydro-2-oxo-3-furanyl]octanamide",NA,NA,"JKEJEOJPJVRHMQ-JTQLQIEISA-N","CCCCCCCC(=O)NC1CCOC1=O","N-[(3S)-2-oxooxolan-3-yl]octanamide"
"2-(3,5-Dichlorophenylcarbamoyl)-1,2-dimethylcyclopropane-1-carboxylic acid","RP",1,"5 - >10000","0.407","4.6","5 - >10000","0.517","2","Quorum sensing","cinnamoyl-HSL","cinnamoyl-HSL","Cinnamoyl HSL","C13H13NO3",6.425,232.097369,"[M+H]","cpd:C15249","ChEBI:79751","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Anilides",TRUE,"2-(3,5-Dichlorophenylcarbamoyl)-1,2-dimethylcyclopropane-1-carboxylic acid",156228,"C13H13Cl2NO3","KIHJEJVWUXTXPZ-UHFFFAOYSA-N","CC1(CC1(C)C(=O)O)C(=O)NC2=CC(=CC(=C2)Cl)Cl","2-[(3,5-dichlorophenyl)carbamoyl]-1,2-dimethylcyclopropane-1-carboxylic acid"
"Riboflavin-5-phosphate","RP",-1,NA,NA,NA,NA,NA,NA,"Redox","Riboflavin Monophosphate","RMP","RMP","C17H21N4O9P",3.1,455.096794,"[M-H]","cpd:C00061","ChEBI:17621","Aq",0.5,NA,180130,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides",FALSE,"FMN; Riboflavin-5-phosphate; Flavin mononucleotide",NA,NA,"FVTCRASFADXXNN-SCRDCRAPSA-N","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O","[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate"
"Riboflavin-5-phosphate","RP",1,NA,NA,NA,NA,NA,NA,"Redox","Riboflavin Monophosphate","RMP","RMP","C17H21N4O9P",3.1,455.096794,"[M-H]","cpd:C00061","ChEBI:17621","Aq",0.5,NA,180130,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides",NA,"FMN; Riboflavin-5-phosphate; Flavin mononucleotide",NA,NA,"FVTCRASFADXXNN-SCRDCRAPSA-N","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O","[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate"
"7-Dehydrocholesterol","RP",1,"50 - 5000","1.065","11.7","<0.5 - 5000","0.814","4.5","Sterol","7-dehydrocholesterol","7-DHC","Dehydrocholesterol","C27H44O",13.89,367.336475,"[M-OH]","cpd:C01164","ChEBI:17759","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Steroids and steroid derivatives; subclass: Cholestane steroids; level 5: Cholesterols and derivatives; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Steroids and steroid derivatives; subclass: Cholestane steroids; level 5: Cholesterols and derivatives",NA,"7-Dehydrocholesterol; Provitamin D3; Cholesta-5,7-dien-3beta-ol",439423,"C27H44O","UCTLRSWJYQTBFZ-DDPQNLDTSA-N","CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C","(3S,9S,10R,13R,14R,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol"
"Cholesterol","RP",1,NA,NA,NA,NA,NA,NA,"Sterol","Cholesterol","Cholesterol","Cholesterol","C27H46O",8.5,387.36269,"[M+H]","cpd:C00187","ChEBI:16113","Org",NA,NA,NA,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Steroids and steroid derivatives; subclass: Cholestane steroids; level 5: Cholesterols and derivatives; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Steroids and steroid derivatives; subclass: Cholestane steroids; level 5: Cholesterols and derivatives",NA,"Cholesterol; Cholest-5-en-3beta-ol",5997,"C27H46O","HVYWMOMLDIMFJA-DPAQBDIFSA-N","CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C","(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol"
"Ergosterol","RP",1,"50 - 5000","0.489","10.8","50 - 5000","0.533","6.3","Sterol","Ergosterol","Ergosterol","Ergosterol","C28H44O",13.76,379.336475,"[M-OH]","cpd:C01694","ChEBI:16933","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Steroids and steroid derivatives; subclass: Ergostane steroids; level 5: Ergosterols and derivatives; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Steroids and steroid derivatives; subclass: Ergostane steroids; level 5: Ergosterols and derivatives",NA,"Ergosterol; Provitamin D2",444679,"C28H44O","DNVPQKQSNYMLRS-APGDWVJJSA-N","CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C","(3S,9S,10R,13R,14R,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol"
"Squalene","RP",1,NA,NA,NA,NA,NA,NA,"Sterol precursor","Squalene","Squalene","Squalene","C30H50",15.02,411.399075,"[M+H]","cpd:C00751","ChEBI:15440","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Triterpenoids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Triterpenoids",NA,"Squalene; Spinacene; Supraene",638072,"C30H50","YYGNTYWPHWGJRM-AAJYLUCBSA-N","CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C","(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene"
"Glutathione disulfide","RP",1,NA,NA,NA,NA,NA,NA,"Sulfur","Glutathione Disulfide","GSSG","Glutathione disulfide","C20H32N6O12S2",0.92,613.159793,"[M+H]","cpd:C00127","ChEBI:167606","Aq",0.5,NA,180130,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides",FALSE,"Glutathione disulfide; GSSG; Oxiglutatione; Oxidized glutathione",NA,NA,"YPZRWBKMTBYPTK-BJDJZHNGSA-N","C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N","(2S)-2-amino-5-[[(2R)-3-[[(2R)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]disulfanyl]-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid"
"Methylthioadenosine","RP",1,NA,NA,NA,NA,NA,NA,"Sulfur","Methylthioadenosine","MTA","Methylthioadenosine","C11H15N5O3S",2.1,298.097387,"[M+H]","cpd:C00170","ChEBI:17509","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides",TRUE,"5'-Methylthioadenosine; Methylthioadenosine; S-Methyl-5'-thioadenosine; 5-Methylthioadenosine; 5'-Deoxy-5'-(methylthio)adenosine; Thiomethyladenosine; MTA; 5'-Deoxy-5'-(methylsulfanyl)adenosine",NA,NA,"WUUGFSXJNOTRMR-IOSLPCCCSA-N","CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O","(2R,3R,4S,5S)-2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol"
"Domoic acid","RP",1,"5 - >10000","0.836","1.3","5 - >10000","0.897","2.8","Toxin","Domoic Acid","Domoic acid","Domoic acid","C15H21NO6",2.72,312.144714,"[M+H]","cpd:C13732","ChEBI:34727","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Kainoids",TRUE,"Domoic acid",5282253,"C15H21NO6","VZFRNCSOCOPNDB-AOKDLOFSSA-N","CC(C=CC=C(C)C1CNC(C1CC(=O)O)C(=O)O)C(=O)O","(2S,3S,4S)-4-[(2Z,4E,6R)-6-carboxyhepta-2,4-dien-2-yl]-3-(carboxymethyl)pyrrolidine-2-carboxylic acid"
"Nicotinic acid","RP",1,"50 - >10000","0.414","1.8","2500 - >10000","0.236","2.6","Vitamin","Vitamin B3","Vit B3","Nicotinic acid","C6H5NO2",0.88,124.039854,"[M+H]","cpd:C00253","ChEBI:15940","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridinecarboxylic acids and derivatives; level 5: Pyridinecarboxylic acids; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridinecarboxylic acids and derivatives; level 5: Pyridinecarboxylic acids",TRUE,"Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid",938,"C6H5NO2","PVNIIMVLHYAWGP-UHFFFAOYSA-N","C1=CC(=CN=C1)C(=O)O","pyridine-3-carboxylic acid"
"Pantothenic acid","RP",1,"May-00","0.403","10.7","<0.5 - 5000","0.103","12.5","Vitamin","Vitamin B5","Vit B5","Pantothenic acid","C9H17NO5",1.17,220.118498,"[M+H]","cpd:C00864","ChEBI:29032","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Alcohols and polyols; level 5: Secondary alcohols",TRUE,"Pantothenate; Pantothenic acid; (R)-Pantothenate",6613,"C9H17NO5","GHOKWGTUZJEAQD-ZETCQYMHSA-N","CC(C)(CO)C(C(=O)NCCC(=O)O)O","3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid"
"Desthiobiotin","RP",1,"5 - >10000","0.894","2.4","May-00","0.757","2.4","Vitamin","Desthiobiotin","Desthiobiotin","Desthiobiotin","C10H18N2O3",4.5,215.139568,"[M+H]","cpd:C01909","ChEBI:16691","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Azoles; subclass: Imidazoles; level 5: Substituted imidazoles; level 6: Imidazolyl carboxylic acids and derivatives",TRUE,"Dethiobiotin; Desthiobiotin",643,"C10H18N2O3","AUTOLBMXDDTRRT-UHFFFAOYSA-N","CC1C(NC(=O)N1)CCCCCC(=O)O","6-(5-methyl-2-oxoimidazolidin-4-yl)hexanoic acid"
"Pyridoxal","RP",1,"5 - >10000","0.315","3.9","250 - >10000","0.246","3.8","Vitamin","Pyridoxal","Pyridoxal","Pyridoxal","C8H9NO3",0.86,168.066069,"[M+H]","cpd:C00250","ChEBI:17310","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridine carboxaldehydes; level 5: Pyridoxals and derivatives",TRUE,"Pyridoxal",1050,"C8H9NO3","RADKZDMFGJYCBB-UHFFFAOYSA-N","CC1=NC=C(C(=C1O)C=O)CO","3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carbaldehyde"
"Pyridoxal phosphate","RP",1,"50 - >10000","0.017","11.6","<0.5 - 5000","0.108","10.2","Vitamin","Pyridoxal Phosphate","PLP","Pyridoxal phosphate","C8H10NO6P",0.78,248.032402,"[M+H]","cpd:C00018","ChEBI:18405","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridine carboxaldehydes; level 5: Pyridoxals and derivatives",TRUE,"Pyridoxal phosphate; Pyridoxal 5'-phosphate; Pyridoxal 5-phosphate; PLP",1051,"C8H10NO6P","NGVDGCNFYWLIFO-UHFFFAOYSA-N","CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O","(4-formyl-5-hydroxy-6-methylpyridin-3-yl)methyl dihydrogen phosphate"
"Pyridoxamine","RP",1,"50 - >10000","0.055","2.3","<0.5 - 500","0.01","9.8","Vitamin","Pyridoxamine","Pyridoxamine","Pyridoxamine","C8H12N2O2",0.65,169.097703,"[M+H]","cpd:C00534","ChEBI:16410","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridoxamines; level 5: Pyridoxamine 5'-phosphates",TRUE,"Pyridoxamine; PM",1052,"C8H12N2O2","NHZMQXZHNVQTQA-UHFFFAOYSA-N","CC1=NC=C(C(=C1O)CN)CO","4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol"
