"","Compound_Name","KEGG_Names","ChEBI_Code","IUPAC_Code","InChI_Key_Code","Canon_SMILES_Code","Classyfire","Compound_Name_SQL"
"212","Guanosine monophosphate","GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid","ChEBI:17345","[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","RQFCJASXJCIDSX-UUOKFMHZSA-N","C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleotides; subclass: Purine ribonucleotides; level 5: Purine ribonucleoside monophosphates","Guanosine monophosphate"
"213","Guanosine monophosphate, 15N5",NA,NA,NA,NA,NA,NA,"GMP 15N5"
"214","Guanosine triphosphate","GTP; Guanosine 5'-triphosphate","ChEBI:15996","[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","XKMLYUALXHKNFT-UUOKFMHZSA-N","C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleotides; subclass: Purine ribonucleotides; level 5: Purine ribonucleoside triphosphates","Guanosine triphosphate"
"215","Homarine",NA,"CHEBI:69061","1-methylpyridin-1-ium-2-carboxylate","BRTLKRNVNFIOPJ-UHFFFAOYSA-N","C[N+]1=CC=CC=C1C(=O)[O-]","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridinecarboxylic acids and derivatives; level 5: Pyridinecarboxylic acids","Homarine"
"216","Homarine, 2H3",NA,NA,NA,NA,NA,NA,"Homarine 2H3"
"217","Homocysteine thiolactone",NA,"CHEBI:60315","(3S)-3-aminothiolan-2-one","KIWQWJKWBHZMDT-VKHMYHEASA-N","C1CSC(=O)C1N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives","Homocysteine thiolactone"
"218","Homoserine lactone","Homoserine lactone; 2-Aminobutan-4-olide","ChEBI:17289","3-aminooxolan-2-one","QJPWUUJVYOJNMH-UHFFFAOYSA-N","C1COC(=O)C1N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acid esters","Homoserine lactone"
"219","Hordenine","Hordenine; 4-[2-(Dimethylamino)ethyl]phenol","ChEBI:5764","4-[2-(dimethylamino)ethyl]phenol","KUBCEEMXQZUPDQ-UHFFFAOYSA-N","CN(C)CCC1=CC=C(C=C1)O","kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Phenethylamines; kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Phenethylamines","Hordenine"
"221","Hydroxocobalamin","Hydroxocobalamin; Vitamin B12a; Hydroxycobalamin; Hydroxycob(lll)alamin","ChEBI:27786","cobalt;[(2R,3S,4R,5S)-5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] [(2R)-1-[3-[(1R,2R,3R,4Z,7S,9Z,12S,13S,14Z,17S,18S,19R)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl] phosphate;hydrate","ITFLMCXLENHUAD-WZHZPDAFSA-L","CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co]","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Tetrapyrroles and derivatives; subclass: Corrinoids; level 5: Cobalamin derivatives","Hydroxocobalamin"
"222","Hydroxyisoleucine","(4S)-4-Hydroxy-L-isoleucine; Hydroxyisoleucine","CHEBI:79079","(2S,3R,4S)-2-amino-4-hydroxy-3-methylpentanoic acid","OSCCDBFHNMXNME-YUPRTTJUSA-N","CC(C(C)O)C(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Isoleucine and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Isoleucine and derivatives","Hydroxyisoleucine"
"224","Hydroxyproline","Hydroxyproline; L-Hydroxyproline; trans-4-Hydroxy-L-proline","ChEBI:18095","(2S,4R)-4-hydroxypyrrolidine-2-carboxylic acid","PMMYEEVYMWASQN-DMTCNVIQSA-N","C1C(CNC1C(=O)O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Proline and derivatives","Hydroxyproline"
"225","Hypotaurine","Hypotaurine; 2-Aminoethanesulfinic acid","ChEBI:16668","2-aminoethanesulfinic acid","VVIUBCNYACGLLV-UHFFFAOYSA-N","C(CS(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Sulfinic acids and derivatives; subclass: Sulfinic acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Sulfinic acids and derivatives; subclass: Sulfinic acids","Hypotaurine"
"226","Hypoxanthine","Hypoxanthine; Purine-6-ol","ChEBI:17368","1,7-dihydropurin-6-one","FDGQSTZJBFJUBT-UHFFFAOYSA-N","C1=NC2=C(N1)C(=O)NC=N2","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: Purinones; level 6: Hypoxanthines; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: Purinones; level 6: Hypoxanthines","Hypoxanthine"
"228","Indole-3-acetamide","(Indol-3-yl)acetamide; Indole-3-acetamide","ChEBI:16031","2-(1H-indol-3-yl)acetamide","ZOAMBXDOGPRZLP-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CC(=O)N","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indoles; level 5: 3-alkylindoles","Indole 3 acetamide"
"229","Indole-3-acetic acid","Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid; (1H-indol-3-yl)acetate; IAA","ChEBI:16411","2-(1H-indol-3-yl)acetic acid","SEOVTRFCIGRIMH-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CC(=O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indolyl carboxylic acids and derivatives; level 5: Indole-3-acetic acid derivatives","IAA"
"230","Indole-3-acetic acid, 2H5",NA,NA,NA,NA,NA,NA,"Indole 3 acetic acid 2H5"
"231","Indole-3-carbinol",NA,"CHEBI:24814","1H-indol-3-ylmethanol","IVYPNXXAYMYVSP-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CO","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indoles; level 5: 3-alkylindoles","Indole 3 carbinol"
"232","Indole-3-carboxylic acid","Indole-3-carboxylate; Indole-3-carboxylic acid","CHEBI:24809","1H-indole-3-carboxylic acid","KMAKOBLIOCQGJP-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)C(=O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indolecarboxylic acids and derivatives","Indole 3 carboxylic acid"
"233","Indole-3-methyl acetate","Methyl (indol-3-yl)acetate",NA,"methyl 2-(1H-indol-3-yl)acetate","KTHADMDGDNYQRX-UHFFFAOYSA-N","COC(=O)CC1=CNC2=CC=CC=C21","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indolyl carboxylic acids and derivatives; level 5: Indole-3-acetic acid derivatives","Indole 3 methyl acetate"
"234","Indoleacrylic acid",NA,"CHEBI:132244","3-(1H-indol-3-yl)prop-2-enoic acid","PLVPPLCLBIEYEA-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indoles","Indoleacrylic acid"
"235","Indolebutyric acid","Indolebutyric acid; Indole-3-butyric acid; IBA","ChEBI:33070","4-(1H-indol-3-yl)butanoic acid","JTEDVYBZBROSJT-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indoles; level 5: 3-alkylindoles","Indolebutyric acid"
"236","Indolelactate","Indolelactate","ChEBI:17282","2-hydroxy-3-(1H-indol-3-yl)propanoic acid","XGILAAMKEQUXLS-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indolyl carboxylic acids and derivatives","Indolelactate"
"237","Indolepyruvic acid","Indolepyruvate; Indolepyruvic acid; (Indol-3-yl)pyruvate; Indole-3-pyruvate; 3-(Indol-3-yl)pyruvate","ChEBI:29750","3-(1H-indol-3-yl)-2-oxopropanoic acid","RSTKLPZEZYGQPY-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indolyl carboxylic acids and derivatives","Indolepyruvic acid"
"238","Inosine","Inosine","ChEBI:17596","9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one","UGQMRVRMYYASKQ-KQYNXXCUSA-N","C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Purine nucleosides","Inosine"
"241","Isethionic acid","2-Hydroxyethanesulfonate; 2-Hydroxyethanesulfonic acid; 2-Hydroxyethane-1-sulfonic acid; Isethionic acid; Isethionate","ChEBI:1157","2-hydroxyethanesulfonic acid","SUMDYPCJJOFFON-UHFFFAOYSA-N","C(CS(=O)(=O)O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids","Isethionic acid"
"242","Isethionic acid, 13C2",NA,NA,NA,NA,NA,NA,"Isethionic acid 13C2"
"243","Isobutyryl-carnitine",NA,"CHEBI:84838","(3R)-3-(2-methylpropanoyloxy)-4-(trimethylazaniumyl)butanoate","LRCNOZRCYBNMEP-SECBINFHSA-N","CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C","kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines","Isobutyryl L carnitine"
"244","Isocitric acid","Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid","ChEBI:16087","1-hydroxypropane-1,2,3-tricarboxylic acid","ODBLHEXUDAPZAU-UHFFFAOYSA-N","C(C(C(C(=O)O)O)C(=O)O)C(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Tricarboxylic acids and derivatives","Isocitric acid"
"245","Kinetin","Kinetin; 6-Furfuryladenine","ChEBI:27407","N-(furan-2-ylmethyl)-7H-purin-6-amine","QANMHLXAZMSUEX-UHFFFAOYSA-N","C1=COC(=C1)CNC2=NC=NC3=C2NC=N3","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: 6-aminopurines; level 6: 6-alkylaminopurines","Kinetin"
"246","Lactose","Lactose; 1-beta-D-Galactopyranosyl-4-D-glucopyranose; beta-D-Gal-(1->4)-D-Glc; Milk sugar","ChEBI:17716","(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol","GUBGYTABKSRVRQ-DCSYEGIMSA-N","C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Glycosyl compounds; level 6: O-glycosyl compounds; kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Glycosyl compounds; level 6: O-glycosyl compounds","Lactose"
"248","L-Alanine","L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine","ChEBI:16977","(2S)-2-aminopropanoic acid","QNAYBMKLOCPYGJ-REOHCLBHSA-N","CC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alanine and derivatives","Alanine"
"249","L-Arginine","L-Arginine; (S)-2-Amino-5-guanidinovaleric acid; L-Arg","ChEBI:16467","(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid","ODKSFYDXXFIFQN-BYPYZUCNSA-N","C(CC(C(=O)O)N)CN=C(N)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Arginine"
"250","L-Arginosuccinic acid","N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid","ChEBI:15682","(2S)-2-[[N'-[(4S)-4-amino-4-carboxybutyl]carbamimidoyl]amino]butanedioic acid","KDZOASGQNOPSCU-WDSKDSINSA-N","C(CC(C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Aspartic acid and derivatives","Argininosuccinate"
"251","L-Asparagine","L-Asparagine; 2-Aminosuccinamic acid","ChEBI:17196","(2S)-2,4-diamino-4-oxobutanoic acid","DCXYFEDJOCDNAF-REOHCLBHSA-N","C(C(C(=O)O)N)C(=O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Asparagine and derivatives","Asparagine"
"252","L-Aspartic acid","L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp","ChEBI:17053","(2S)-2-aminobutanedioic acid","CKLJMWTZIZZHCS-REOHCLBHSA-N","C(C(C(=O)O)N)C(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Aspartic acid and derivatives","Aspartic acid"
"253","L-Cystathionine","L-Cystathionine","ChEBI:17482","(2S)-2-amino-4-[(2R)-2-amino-2-carboxyethyl]sulfanylbutanoic acid","ILRYLPWNYFXEMH-WHFBIAKZSA-N","C(CSCC(C(=O)O)N)C(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Cysteine and derivatives; level 8: L-cysteine-S-conjugates","Cystathionine"
"254","L-Cysteic acid","L-Cysteate; L-Cysteic acid; 3-Sulfoalanine; 2-Amino-3-sulfopropionic acid","ChEBI:17285","(2R)-2-amino-3-sulfopropanoic acid","XVOYSCVBGLVSOL-REOHCLBHSA-N","C(C(C(=O)O)N)S(=O)(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Cysteic acid"
"255","L-Cysteic acid, 2H3",NA,NA,NA,NA,NA,NA,"L Cysteic acid 2H3"
"256","L-Cysteine","L-Cysteine; L-2-Amino-3-mercaptopropionic acid","ChEBI:17561","(2R)-2-amino-3-sulfanylpropanoic acid","XUJNEKJLAYXESH-REOHCLBHSA-N","C(C(C(=O)O)N)S","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Cysteine and derivatives","Cysteine"
"257","L-Cysteinesulfinic acid","3-Sulfino-L-alanine; L-Cysteinesulfinic acid; 3-Sulphino-L-alanine; 3-Sulfinoalanine","ChEBI:16345","(2R)-2-amino-3-sulfinopropanoic acid","ADVPTQAUNPRNPO-REOHCLBHSA-N","C(C(C(=O)O)N)S(=O)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","CSA"
"259","L-Cysteinylglycine","Cys-Gly; L-Cysteinylglycine","ChEBI:4047","2-[[(2R)-2-amino-3-sulfanylpropanoyl]amino]acetic acid","ZUKPVRWZDMRIEO-VKHMYHEASA-N","C(C(C(=O)NCC(=O)O)N)S","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; level 6: Dipeptides; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; level 6: Dipeptides","Cys Gly"
"261","L-Cystine","L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid","ChEBI:16283","(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid","LEVWYRKDKASIDU-IMJSIDKUSA-N","C(C(C(=O)O)N)SSCC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Cysteine and derivatives; level 8: L-cysteine-S-conjugates","Cystine"
"262","L-Glutamic acid","L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate","ChEBI:16015","(2S)-2-aminopentanedioic acid","WHUUTDBJXJRKMK-VKHMYHEASA-N","C(CC(=O)O)C(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives","Glutamic acid"
"263","L-Glutamine","L-Glutamine; L-2-Aminoglutaramic acid","ChEBI:18050","(2S)-2,5-diamino-5-oxopentanoic acid","ZDXPYRJPNDTMRX-VKHMYHEASA-N","C(CC(=O)N)C(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Glutamine"
"264","L-Histidine","L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid","ChEBI:15971","(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid","HNDVDQJCIGZPNO-YFKPBYRVSA-N","C1=C(NC=N1)CC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Histidine and derivatives","Histidine"
"265","L-Homocysteine","L-Homocysteine; L-2-Amino-4-mercaptobutyric acid; Homocysteine","ChEBI:17588","(2S)-2-amino-4-sulfanylbutanoic acid","FFFHZYDWPBMWHY-VKHMYHEASA-N","C(CS)C(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Homocysteine"
"266","L-Homocystine","L-Homocystine; Homocystine","ChEBI:141698","(2S)-2-amino-4-[[(3S)-3-amino-3-carboxypropyl]disulfanyl]butanoic acid","ZTVZLYBCZNMWCF-WDSKDSINSA-N","C(CSSCCC(C(=O)O)N)C(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Homocystine"
"267","L-Homoserine","L-Homoserine; 2-Amino-4-hydroxybutyric acid","ChEBI:15699","(2S)-2-amino-4-hydroxybutanoic acid","UKAUYVFTDYCKQA-VKHMYHEASA-N","C(CO)C(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Homoserine"
"268","L-Hydroxylysine","L-Hydroxylysine; 5-Hydroxy-L-lysine; L-erythro-5-Hydroxylysine; (5R)-5-Hydroxy-L-lysine","ChEBI:18040","(2S,5R)-2,6-diamino-5-hydroxyhexanoic acid","YSMODUONRAFBET-UHNVWZDZSA-N","C(CC(C(=O)O)N)C(CN)O","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Hydroxylysine"
"269","Lipoic acid","Lipoate; Lipoic acid; Thioctic acid; dl-alpha-Lipoic acid; DL-Thioctic acid","ChEBI:16494","5-[(3R)-dithiolan-3-yl]pentanoic acid","AGBQKNBQESQNJD-SSDOTTSWSA-N","C1CSSC1CCCCC(=O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Dithiolanes; subclass: Lipoic acids and derivatives","Lipoic acid"
"270","L-Isoleucine","L-Isoleucine; 2-Amino-3-methylvaleric acid","ChEBI:17191","(2S,3S)-2-amino-3-methylpentanoic acid","AGPKZVBTJJNPAG-WHFBIAKZSA-N","CCC(C)C(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Isoleucine and derivatives","Isoleucine"
"271","L-Isoleucine, 15N",NA,NA,NA,NA,NA,NA,"L Isoleucine 15N"
"272","L-Kynurenine","L-Kynurenine; 3-Anthraniloyl-L-alanine","ChEBI:16946","(2S)-2-amino-4-(2-aminophenyl)-4-oxobutanoic acid","YGPSJZOEDVAXAB-QMMMGPOBSA-N","C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbonyl compounds; level 5: Ketones; level 6: Aryl ketones; level 7: Phenylketones; level 8: Alkyl-phenylketones; kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbonyl compounds; level 5: Ketones; level 6: Aryl ketones; level 7: Phenylketones; level 8: Alkyl-phenylketones","Kynurenine"
"274","L-Leucine","L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine","ChEBI:15603","(2S)-2-amino-4-methylpentanoic acid","ROHFNLRQFUQHCH-YFKPBYRVSA-N","CC(C)CC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Leucine and derivatives","Leucine"
"275","L-Lysine","L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid","ChEBI:18019","(2S)-2,6-diaminohexanoic acid","KDXKERNSBIXSRK-YFKPBYRVSA-N","C(CCN)CC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Lysine"
"276","L-Methionine","L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid","ChEBI:16643","(2S)-2-amino-4-methylsulfanylbutanoic acid","FFEARJCKVFRZRR-BYPYZUCNSA-N","CSCCC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Methionine and derivatives","Methionine"
"277","L-Methionine S-oxide","L-Methionine S-oxide","ChEBI:17016","(2S)-2-amino-4-methylsulfinylbutanoic acid","QEFRNWWLZKMPFJ-YGVKFDHGSA-N","CS(=O)CCC(C(=O)O)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids","Methionine sulfoxide"
"278","L-Methionine, 2H3",NA,NA,NA,NA,NA,NA,"L Methionine 2H3"
